listing_id,name,host_id,host_name,Boroughs,neighbourhood,price,number_of_reviews,last_review,reviews_per_month,availability_365,Boroughs_ID
10009963,Greenpoint Bedroom with Views,1548029,Kelly,Brooklyn,Greenpoint,52,1,1/31/2016,0.05,0,1.0
367810,1400sf Manhattan View Artistic Loft,1728785,Veronika,Brooklyn,Greenpoint,150,2,11/17/2016,0.16,363,1.0
727547,Duplex w/ Patio @ Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,78,9/30/2017,1.47,340,1.0
12711844,Cute single apartment in Greenpoint,1857457,Sarah,Brooklyn,Greenpoint,110,8,9/17/2017,0.47,20,1.0
16082515,Entire Apartment in Greenpoint - Great for Groups!,11612872,Robert,Brooklyn,Greenpoint,150,25,8/20/2017,2.45,138,1.0
17282945,SMALL APT in Greenpoint - Budgeted for Travellers,83717038,Max,Brooklyn,Greenpoint,241,7,7/30/2017,1.06,25,1.0
20236280,HUGE Modern Duplex - Great for Families & Groups,107044030,Oana,Brooklyn,Greenpoint,275,7,9/27/2017,4.04,0,1.0
20216170,"Sunny, Spacious and Airy 1 BR Home on quiet street",144017474,Katherine,Brooklyn,Greenpoint,140,2,8/29/2017,1.54,15,1.0
16488845,Airy Penthouse w/lots of decks + views,106418986,Vicky,Brooklyn,Greenpoint,250,2,9/4/2017,0.85,84,1.0
18087564,Quiet spacious sunny studio in Greenpoint Brooklyn,5735174,Judith,Brooklyn,Greenpoint,120,3,9/16/2017,0.62,14,1.0
253815,Loft Suite @ The Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,10,3/16/2017,0.15,351,1.0
253466,Loft Suite @ The Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,17,9/30/2017,0.35,350,1.0
253803,Loft Suite @ The Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,15,9/13/2017,0.22,351,1.0
253471,Loft Suite @ The Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,14,9/30/2017,0.26,347,1.0
16296071,"Charming, Sunny Studio in Williamsburg",1470458,Ariella,Brooklyn,Greenpoint,125,4,8/5/2017,0.43,0,1.0
3467959,Modern and Cozy Duplex,8618374,Sabrina,Brooklyn,Greenpoint,175,10,6/17/2017,0.34,122,1.0
649878,The perfect 1 Bedroom Apartment!,3259724,Gaia,Brooklyn,Greenpoint,120,18,12/31/2016,0.29,241,1.0
3664714,Great Greenpoint Apartment,5872286,Tim,Brooklyn,Greenpoint,110,33,4/18/2017,0.87,0,1.0
254168,2 BR Duplex @ Box House Hotel,417504,Dana,Brooklyn,Greenpoint,599,6,10/26/2014,0.09,354,1.0
19381528,"Cozy, Safe and Affordable Artists' home Greenpoint",29957095,Fang,Brooklyn,Greenpoint,45,10,9/25/2017,3.61,68,1.0
8311468,Huge Loft Studio in Hip Greenpoint!,10023505,Gabriel,Brooklyn,Greenpoint,185,1,10/24/2015,0.04,0,1.0
9782,Loft in Williamsburg Area w/ Roof,32169,Andrea,Brooklyn,Greenpoint,55,170,9/4/2017,1.74,353,1.0
7198878,sunny + comfy bedroom in greenpoint,30066276,Rachel,Brooklyn,Greenpoint,55,1,7/21/2015,0.04,0,1.0
3522472,Bright private room in Greenpoint,319982,Livia,Brooklyn,Greenpoint,70,4,6/18/2016,0.11,0,1.0
4650725,Lovely Room in a 2 BR in Greenpoint,24075308,Saskia,Brooklyn,Greenpoint,85,3,7/3/2015,0.09,0,1.0
19696746,A Garden Grows in Greenpoint / Craft Chateau,5107938,Misha,Brooklyn,Greenpoint,54,2,8/31/2017,0.71,0,1.0
163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,Brooklyn,Greenpoint,46,66,1/4/2017,0.88,331,1.0
12054152,Einat & Christine's Cozy 1 Bedroom Brooklyn Oasis,177436,Einat,Brooklyn,Greenpoint,95,55,9/16/2017,3.05,321,1.0
20746481,Quaint and Quiet Greenpoint Apartment,148580019,Emily,Brooklyn,Greenpoint,180,4,9/30/2017,4.0,3,1.0
4108799,Gorgeous Big & Bright Greenpoint Apt,622779,Kat,Brooklyn,Greenpoint,300,9,8/10/2017,0.57,345,1.0
17023626,Charmpartment!,49568423,Ashley,Brooklyn,Greenpoint,150,3,5/28/2017,0.4,48,1.0
371138,"Comfy Brooklyn 2BD, W/ Backyard",1869567,Max,Brooklyn,Greenpoint,190,5,10/12/2015,0.17,0,1.0
3660983,Amazing LOFT in Prime Williamsburg,8182126,Maggie,Brooklyn,Greenpoint,125,1,5/14/2016,0.06,0,1.0
3895930,Beautiful 2br in Williamsburg,20166817,Amitai,Brooklyn,Greenpoint,116,30,7/30/2017,0.79,0,1.0
581421,Pvblic Bath Creative Loft,2861848,Bekah,Brooklyn,Greenpoint,115,21,9/29/2017,0.81,113,1.0
15203803,A private room in Greenpoint.,12833701,John,Brooklyn,Greenpoint,58,18,9/21/2017,3.21,0,1.0
207049,Small room in lovely shared house,686813,Mariana,Brooklyn,Greenpoint,45,50,9/8/2017,0.67,246,1.0
19634230,Taste of the Suburbs in Greenpoint,41945908,Caleb,Brooklyn,Greenpoint,60,2,7/8/2017,0.67,0,1.0
15154905,"Huge sunny space in Greenpoint, Brooklyn",1103252,Arin,Brooklyn,Greenpoint,89,30,9/16/2017,2.72,312,1.0
19862326,Backyard- Tranquil Bedroom in Prime Greenpoint,37259426,Mara,Brooklyn,Greenpoint,45,1,8/6/2017,0.52,0,1.0
18076273,Lovely & bright Brooklyn room close to train,1753130,Britt,Brooklyn,Greenpoint,49,12,9/24/2017,2.21,154,1.0
10082414,Cute studio-like room in cosy flat,1995282,Anne-Marie,Brooklyn,Greenpoint,75,4,9/9/2017,0.19,294,1.0
2209722,Beautiful Greenpoint's apartment,11263419,Sandra,Brooklyn,Greenpoint,80,3,9/1/2017,0.07,0,1.0
7064148,Sunny room w/ Private Bath&Balcony!,11068937,Kara,Brooklyn,Greenpoint,140,21,5/30/2016,0.78,0,1.0
10591234,Cozy Queen Room @ Heart of Brooklyn,7143831,Matt,Brooklyn,Greenpoint,45,1,2/14/2016,0.05,0,1.0
4825359,Bright & Spacious GP/N Williamsburg,3800548,Phoebe,Brooklyn,Greenpoint,70,6,1/1/2017,0.18,0,1.0
1399273,NYC - furnished room - Greenpoint ,7130382,Walter,Brooklyn,Greenpoint,33,6,9/11/2017,0.49,348,1.0
16763402,"Sunny, Extra Large Room with Private Bath",14938110,Kseniya,Brooklyn,Greenpoint,60,3,8/14/2017,0.38,275,1.0
2424342,Amazing Room—Private Bath/Backyard,2841152,Matthew,Brooklyn,Greenpoint,99,75,9/17/2017,1.71,295,1.0
16810515,"Sunny, plant-filled apartment in Greenpoint",4169001,Lani And Nate,Brooklyn,Greenpoint,80,8,6/25/2017,1.12,0,1.0
19250097,Beautiful room in New York City,134729899,Lingjun,Brooklyn,Greenpoint,65,1,6/17/2017,0.28,0,1.0
716780,Fantastic apartment in Wburg/Gpt,2157562,Athena,Brooklyn,Greenpoint,90,9,3/29/2017,0.15,0,1.0
19103843,Beautiful Room in New York City,133473678,Shumin,Brooklyn,Greenpoint,54,2,7/4/2017,0.52,0,1.0
2598087,Sunny Private Room w/Exposed Brick,13304615,Andrew,Brooklyn,Greenpoint,75,2,7/1/2017,0.05,0,1.0
9811274,Large Room for 2! Hipstest hood for summer!,16003028,Analá,Brooklyn,Greenpoint,80,2,6/28/2016,0.09,0,1.0
3895289,Unique room in historic Greenpoint,20156576,Glenn,Brooklyn,Greenpoint,50,1,8/28/2014,0.03,0,1.0
2994536,The Perfect Greenpoint Getaway,15265839,Danie,Brooklyn,Greenpoint,70,8,7/3/2016,0.3,0,1.0
68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,125,6,11/13/2016,0.16,364,1.0
9010371,Brooklyn 1300 Sq Ft Loft,5076861,Kirsten,Brooklyn,Greenpoint,150,16,9/24/2017,0.68,1,1.0
18460929,Studio -15mins away from Manhattan,95635119,Ella,Brooklyn,Greenpoint,40,2,5/22/2017,0.38,243,1.0
18391905,Perfect Greenpoint Loft - Sleeps 6,501456,Aaron,Brooklyn,Greenpoint,299,19,9/22/2017,6.33,168,1.0
5487455,Spacious Duplex with Backyard,6520431,Hilda,Brooklyn,Greenpoint,450,14,7/24/2017,0.5,0,1.0
15001550,Dreamy 2bd Apartment in Williamsburg/Greenpoint,9722645,Laura,Brooklyn,Greenpoint,145,35,9/13/2017,2.77,47,1.0
17041225,"Funky 3 Bedroom Duplex in hip Greenpoint, Brooklyn",1239078,Michael,Brooklyn,Greenpoint,200,35,9/15/2017,4.36,4,1.0
8029907,Bright Minimal Apartment w Balcony,333551,Rebecca & David,Brooklyn,Greenpoint,175,8,11/7/2016,0.38,49,1.0
6852731,Cozy apt in very hip Greenpoint!,2407990,Linsy,Brooklyn,Greenpoint,120,2,12/14/2015,0.09,0,1.0
660812,HEART OF NEW YORK CITY,3311708,Skan,Brooklyn,Greenpoint,125,171,9/30/2017,2.77,320,1.0
5534660, Studio apartment in Greenpoint,28699661,Andrzej,Brooklyn,Greenpoint,120,17,1/5/2016,0.56,0,1.0
17045913,Live Like a Local In GREENPOINT,40134417,Ben And Jane,Brooklyn,Greenpoint,20,17,9/13/2017,2.13,83,1.0
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,175,194,9/5/2017,2.53,331,1.0
19177019,Bright Designers' Apartment in Historic Brownstone,1382888,Sam & Stefanie,Brooklyn,Greenpoint,215,1,9/10/2017,1.0,24,1.0
9342332,Sunny Great Locale Private Backyard,66280,Bari,Brooklyn,Greenpoint,125,15,7/29/2017,0.67,214,1.0
6107289,Beautiful Brownstone in Greenpoint,13920011,Andrea,Brooklyn,Greenpoint,280,6,8/18/2017,0.23,0,1.0
6799539,Greenpoint Gem!,3965297,Ryan,Brooklyn,Greenpoint,170,1,2/18/2016,0.05,0,1.0
19116128,Cozy apartment in Greenpoint,6111018,Katri,Brooklyn,Greenpoint,117,1,7/20/2017,0.39,0,1.0
7970578,Magical 3-bed/3-bath fabulous views,20233558,Ruth,Brooklyn,Greenpoint,260,4,5/15/2016,0.16,0,1.0
12310556,Beautiful Greenpoint Apartment,13716703,David & Suzanne,Brooklyn,Greenpoint,165,2,5/24/2016,0.12,0,1.0
7448093,stylish apartment w/ backyard,6223874,Rachael,Brooklyn,Greenpoint,185,3,2/11/2017,0.12,0,1.0
17362559,"Beautiful, sunny apartment in Greenpoint",1501412,Kamila,Brooklyn,Greenpoint,110,2,9/13/2017,1.5,0,1.0
8844652,Quiet living room in Greenpoint 1BR,34738391,Rae,Brooklyn,Greenpoint,60,4,10/23/2016,0.17,0,1.0
20634950,BRAND NEW - Private room in 2 bed/2 bath condo,25518844,Alison,Brooklyn,Greenpoint,199,1,9/25/2017,1.0,167,1.0
10411679,Cute Comfy Room in Greenpoint,15235299,Hai-Hsin,Brooklyn,Greenpoint,55,9,9/5/2017,0.85,0,1.0
72965,Cosy in Greenpoint! Summer deals!,33405,Siobhan,Brooklyn,Greenpoint,145,32,5/21/2017,0.43,167,1.0
2151558,COZY ROOM WITH STUNNING VIEW,2838861,Runn,Brooklyn,Greenpoint,43,8,9/7/2017,0.18,330,1.0
5433367,Huge Bedroom in a Charming House with Private Yard,6480337,Sandra,Brooklyn,Greenpoint,58,4,8/21/2017,1.88,0,1.0
10088588,Room / Modern Loft Apartment,275411,Jessica,Brooklyn,Greenpoint,111,1,7/3/2016,0.07,0,1.0
17881079,Charming studio with Manhattan view.,17232044,Maria,Brooklyn,Greenpoint,85,3,7/31/2017,0.57,83,1.0
18018995,Modern Sunny 2BR w/ Huge Backyard - ENTIRE APT,6309691,Lisa,Brooklyn,Greenpoint,160,3,9/4/2017,0.61,0,1.0
7592433,Sunny & stylish 1 BR in Greenpoint,3751296,Matt & Alex,Brooklyn,Greenpoint,139,21,10/3/2016,0.83,336,1.0
58257,Large homey flat for long term visits,278545,Elizabeth,Brooklyn,Greenpoint,150,9,4/6/2016,0.11,362,1.0
3074927,Sunny SPACIOUS Room in Large Apt,7673445,Matt,Brooklyn,Greenpoint,110,7,12/13/2014,0.17,94,1.0
16497297,Glass factory loft,5379884,Jacob,Brooklyn,Greenpoint,70,3,7/5/2017,0.33,0,1.0
96474,Uniquely special accomodation...,511993,Diana,Brooklyn,Greenpoint,69,7,6/15/2013,0.09,364,1.0
1693524,1 rm @ 3BR loft williamsburg room 3,4864306,Joseph,Brooklyn,Greenpoint,50,7,7/16/2017,0.19,275,1.0
2070542,"Charming 1BR Greenpoint, Brooklyn",1349340,Noah,Brooklyn,Greenpoint,120,18,4/27/2016,0.39,0,1.0
3930149,Charming and Beautiful 1-BR Apt ,92782,Payal,Brooklyn,Greenpoint,125,11,10/24/2015,0.3,0,1.0
3929669,Sunny 1 br in Greenpoint,622694,Shawn,Brooklyn,Greenpoint,120,12,12/22/2016,0.36,0,1.0
7002943,Stunning 3/2.5 Greenpoint/Wburg gem,24713524,Tessa,Brooklyn,Greenpoint,70,13,9/18/2017,0.52,345,1.0
11955101,Gorgeous sun kissed bedroom plus office/lounge,1902578,Matt,Brooklyn,Greenpoint,80,2,8/8/2016,0.13,364,1.0
14086632,Beautiful one bedroom apartment in Greenpoint,7188190,Sarah,Brooklyn,Greenpoint,135,7,3/23/2017,0.52,0,1.0
15177338,Beautiful 1 bedroom in the heart of Greenpoint,8087977,Jana,Brooklyn,Greenpoint,150,3,1/2/2017,0.28,364,1.0
17365636,"Greenpoint, Brooklyn - Spacious Private Room",3537298,Rachel,Brooklyn,Greenpoint,75,3,5/27/2017,0.48,0,1.0
10223695,Light-Filled Greenpoint Studio,96052,Brady,Brooklyn,Greenpoint,125,53,9/24/2017,2.5,331,1.0
7340318,Private Greenpoint Studio Floor 1,6772512,Curtis,Brooklyn,Greenpoint,100,7,10/28/2016,0.26,0,1.0
394026,ArtistLoft-MccarenPark-Williamsburg,1651591,Todd,Brooklyn,Greenpoint,170,1,9/24/2012,0.02,365,1.0
17826827,Shabby chic Studio 1 Block from McGolrick Park,5626253,Matthew,Brooklyn,Greenpoint,116,9,4/30/2017,1.44,0,1.0
525388,Greenpoint gypset retreat,787204,Jenna,Brooklyn,Greenpoint,200,14,9/29/2017,0.22,298,1.0
11928678,Modern Greenpoint Apartment,63665248,Jessica,Brooklyn,Greenpoint,150,27,12/3/2016,1.72,14,1.0
10038693,Gorgeous Studio Loft in Brooklyn,47554473,Mae,Brooklyn,Greenpoint,189,3,8/7/2017,0.27,42,1.0
8630599,Spacious Loft Greenpoint/Williamsbr,16919101,Eric,Brooklyn,Greenpoint,75,101,9/21/2017,4.18,330,1.0
10165313,Deluxe Loft Living in Brooklyn,47554473,Mae,Brooklyn,Greenpoint,129,2,10/26/2016,0.12,0,1.0
18491567,Luxury in the heart of Greenpoint!,48546789,Dara,Brooklyn,Greenpoint,100,5,6/17/2017,1.04,0,1.0
4991235,"Cozy, quiet 2-story place by subway",25271688,Margot,Brooklyn,Greenpoint,100,1,9/21/2015,0.04,0,1.0
13642019,"Historic, Lovely, Modern, Peaceful Apt in Brooklyn",14607718,Ella,Brooklyn,Greenpoint,200,17,9/24/2017,1.37,225,1.0
17270768,Newly Renovated Greenpoint Abode,8833885,Leslie,Brooklyn,Greenpoint,160,14,9/24/2017,2.47,135,1.0
6958132,2-Story Williamsburg Apt w/Backyard,11050335,Thomas,Brooklyn,Greenpoint,200,9,9/4/2017,0.34,7,1.0
2492275,Charming Apartment in Greenpoint,4543994,Dusan,Brooklyn,Greenpoint,120,6,2/7/2017,0.14,0,1.0
8924552,Sunny 2 bedroom apartment!,6818674,Emily,Brooklyn,Greenpoint,100,2,11/29/2015,0.09,0,1.0
13250214,Heart of trendy Greenpoint!,74513451,Brooke,Brooklyn,Greenpoint,65,4,7/26/2017,0.7,357,1.0
20591534,Cozy Modern Apartment w/ Courtyard,1261893,Yannick,Brooklyn,Greenpoint,100,1,9/17/2017,1.0,62,1.0
4077744,Luxury Apt on Bedford Williamsburg ,1707185,Agha,Brooklyn,Greenpoint,220,16,6/12/2017,0.48,339,1.0
9976264,Spacious/Beautiful Private Room,51262617,Sandra,Brooklyn,Greenpoint,110,41,9/28/2017,2.7,331,1.0
4602440,Great 2 bedroom Greenpoint BK,6949069,Laura,Brooklyn,Greenpoint,175,2,12/30/2015,0.06,0,1.0
15338,Room in Greenpoint Loft w/ Roof,32169,Andrea,Brooklyn,Greenpoint,49,116,9/3/2017,1.23,332,1.0
16866,Private bohemian room in Greenpoint,65421,Millie,Brooklyn,Greenpoint,100,14,7/31/2017,0.16,56,1.0
19546899,Sunny Little Greenpoint Room for Girls,137301760,Corinne,Brooklyn,Greenpoint,63,5,9/16/2017,1.88,133,1.0
4216813,Penthouse w/Terrace Williamsburg,9904977,Matt,Brooklyn,Greenpoint,200,57,9/20/2017,1.57,333,1.0
16982938,The One-And-Only Magical Greenpoint Palace,79441900,Satya,Brooklyn,Greenpoint,61,1,2/12/2017,0.13,0,1.0
20450185,Sunny Greenpoint Room,3656083,Juan,Brooklyn,Greenpoint,65,1,9/5/2017,1.0,7,1.0
20202816,House of SMILES! Spacious & Relaxing 4bed w/yard,143886476,Michael,Brooklyn,Greenpoint,199,2,8/17/2017,1.18,164,1.0
11340781,Loft Suite,57257950,Joe,Brooklyn,Greenpoint,159,10,7/23/2017,0.56,361,1.0
805218,Private Room in Converted Loft,4238591,Leah & Reed,Brooklyn,Greenpoint,84,22,9/26/2017,0.38,306,1.0
20604989,Very Clean Condo In the Heart Of Trendy Greenpoint,10768717,Sal,Brooklyn,Greenpoint,180,3,9/23/2017,3.0,134,1.0
20474033,The Apollo,94408885,Anthony,Brooklyn,Greenpoint,200,4,10/2/2017,3.53,101,1.0
6325085,"Private entrance, living & bed room & PATIO!!",4383860,Jessica,Brooklyn,Greenpoint,115,18,5/21/2017,0.77,213,1.0
4548313,Lovely apartment in Greenpoint,319982,Livia,Brooklyn,Greenpoint,150,6,1/7/2016,0.18,52,1.0
10381948,Spacious Cozy Greenpoint Apartment,29741970,Jacob,Brooklyn,Greenpoint,80,13,3/11/2017,0.78,0,1.0
289995,Loft Like w/Garden- Williamsburg Bedford L Stop,1505217,Pia,Brooklyn,Greenpoint,199,32,2/23/2017,0.48,304,1.0
8549497,My GREENPOINT apt just for you!,45003774,Fernando,Brooklyn,Greenpoint,122,3,8/24/2016,0.13,244,1.0
685364,Amazing 2 bed/2 bath newbuild condo,1657558,Laurent,Brooklyn,Greenpoint,295,83,10/1/2017,1.36,330,1.0
30031,NYC artists’ loft with roof deck,129352,Sol,Brooklyn,Greenpoint,50,138,9/17/2017,1.68,283,1.0
7894983,Charming Studio Apt in Greenpoint,8141146,Alexandra,Brooklyn,Greenpoint,125,17,9/17/2017,0.67,270,1.0
15890547,Nice bedroom in lovely Greenpoint,19818873,Aline,Brooklyn,Greenpoint,79,23,9/15/2017,2.23,151,1.0
7764695,1 BR in 2 BR loft SUBLET,40835406,113,Brooklyn,Greenpoint,50,2,8/27/2015,0.08,0,1.0
7716658,Cozy and sunny apartment,1891217,Maria,Brooklyn,Greenpoint,150,3,9/4/2016,0.18,12,1.0
14843147,Room in Historic Greenpoint,4665396,Katy,Brooklyn,Greenpoint,100,2,9/22/2017,0.16,71,1.0
294227,Loft Suite @ The Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,24,9/26/2017,0.37,349,1.0
32100,"Modern Greenpoint, Brooklyn Apt",138579,Ali+Scott,Brooklyn,Greenpoint,175,3,7/30/2017,0.03,66,1.0
294490,Loft Suite @ Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,24,9/26/2017,0.36,349,1.0
18775748,Spacious Greenpoint Apartment,36725869,Robert,Brooklyn,Greenpoint,150,3,6/4/2017,0.66,0,1.0
17489509,Brooklyn Nook perfectly located!,8435480,Matt,Brooklyn,Greenpoint,150,27,9/22/2017,4.88,26,1.0
17858911,Modern condo 2 bedroom Greenpoint,117962150,Pamela,Brooklyn,Greenpoint,200,23,9/24/2017,4.79,145,1.0
7243478,New large 2-story Williamsburg apt,26500650,Craig,Brooklyn,Greenpoint,90,2,9/1/2015,0.07,0,1.0
13140987,Renewed room in the heart of Greenpoint,73248590,Aga,Brooklyn,Greenpoint,70,1,9/16/2016,0.08,0,1.0
10709846,"Sunny, spacious room in Greenpoint",7822683,Erin,Brooklyn,Greenpoint,55,2,11/5/2016,0.12,0,1.0
17073231,RE - Budget Friendly room in the Greenpoint Area!,83717038,Max,Brooklyn,Greenpoint,35,22,9/12/2017,2.87,13,1.0
820946,Charm&Quiet in Hip Greenpt Brooklyn,4311270,Annie,Brooklyn,Greenpoint,110,1,9/18/2017,1.0,20,1.0
14322182,Greenpoint amazing private room,15235299,Hai-Hsin,Brooklyn,Greenpoint,60,26,9/16/2017,1.93,322,1.0
299699,Sunny apartment  in Greenpoint,1557998,Eliza,Brooklyn,Greenpoint,130,6,9/8/2017,0.09,14,1.0
14979837,Lovely 1 Bedroom Apartment,94387247,Patricia,Brooklyn,Greenpoint,200,46,9/3/2017,3.6,84,1.0
9477214,Luxury Studio Heart of Williamsburg,49121311,Nicole,Brooklyn,Greenpoint,189,99,9/11/2017,4.58,308,1.0
263251,Unusual Greenpoint Apartment in Historic Building,1381258,Dylan,Brooklyn,Greenpoint,100,5,10/9/2016,0.33,0,1.0
20227539,Spacious Room with Workspace,2988805,Mahan,Brooklyn,Greenpoint,75,3,10/1/2017,2.25,85,1.0
5940868,Sunlit Gem in Happening Greenpoint,2862308,Auran,Brooklyn,Greenpoint,75,6,1/4/2017,0.28,0,1.0
18524434,Entire Greenpoint  1br catsit,2904434,Garrett,Brooklyn,Greenpoint,70,1,7/1/2017,0.32,280,1.0
2022232,Spacious Loft Apartment *Day Rental Only (Shoots),275411,Jessica,Brooklyn,Greenpoint,400,4,1/10/2016,0.15,0,1.0
8825701,"Modern Condo in Greenpoint, BK",414999,Brandon,Brooklyn,Greenpoint,200,1,11/3/2015,0.04,0,1.0
16428954,Luxury apartment near Williamsburg & Manhattan,19803201,Gino,Brooklyn,Greenpoint,189,6,9/25/2017,1.06,343,1.0
3584703,Comfortable room with private bath,2515620,Maria,Brooklyn,Greenpoint,75,1,8/5/2017,0.5,360,1.0
834088,Charming Private room in Greenpoint,4363775,O.,Brooklyn,Greenpoint,55,10,9/3/2017,0.37,0,1.0
5159567,Perfect 1BR in Greenpoint,22011099,David,Brooklyn,Greenpoint,195,20,8/2/2017,0.78,0,1.0
14352139,Beautiful and Spacious Apt Near McCarren Park!,16960862,Rebecca,Brooklyn,Greenpoint,90,2,11/14/2016,0.17,9,1.0
9748012,"Lovely, sun filled apartment",9895399,Julian,Brooklyn,Greenpoint,100,1,1/5/2016,0.05,0,1.0
704068,"Clean, quiet + convenient in Greenpoint",1869037,Eleah,Brooklyn,Greenpoint,75,79,9/21/2017,1.43,328,1.0
4374523,"Spacious studio, Williamsburg/Greenpoint border",22712006,Sam,Brooklyn,Greenpoint,70,2,7/12/2016,0.13,89,1.0
13026453,"BEAUTIFUL, BIG, BRIGHT Williamsburg HOUSE!",13850414,Amie N Shep,Brooklyn,Greenpoint,749,4,10/17/2016,0.25,173,1.0
15663344,Cozy Private Room in Williamsburg/Greenpoint Loft,20691787,Jeanne,Brooklyn,Greenpoint,90,38,9/17/2017,3.51,141,1.0
10944046,Large private room in Greenpoint.,12833701,John,Brooklyn,Greenpoint,65,21,9/13/2017,1.23,0,1.0
14353213,Room available in Greenpoint,84733438,Andrea,Brooklyn,Greenpoint,40,5,8/17/2017,0.54,353,1.0
3867632,Designer Apartment / Fantastic view,2279174,Svetlana,Brooklyn,Greenpoint,200,8,5/1/2016,0.22,121,1.0
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,229,49,5/13/2014,0.62,274,1.0
7808601,You Had Me At Greenpoint!,1453979,Rachel,Brooklyn,Greenpoint,70,35,9/25/2017,1.49,135,1.0
13980353,Bedroom and Own Living Room in Greenpoint,10987647,Jeffrey,Brooklyn,Greenpoint,70,25,7/31/2017,1.89,0,1.0
9635880,Private room in Lux Boho Loft,49742862,Angela,Brooklyn,Greenpoint,160,3,9/11/2017,0.14,89,1.0
10040649,Sunny and spacious corner apartment,12435489,Dymphna,Brooklyn,Greenpoint,80,1,12/30/2015,0.05,0,1.0
18548864,Private bedroom in Greenpoint!,2233044,Sarabeth,Brooklyn,Greenpoint,85,1,9/5/2017,1.0,72,1.0
4831071,BIG BR in Prime Loc. BK HOUSE!,13007003,Nicky,Brooklyn,Greenpoint,65,6,5/30/2017,0.18,0,1.0
16321223,Beautiful spacious Greenpoint Apartment,106816918,Zdzislawa,Brooklyn,Greenpoint,150,27,9/16/2017,3.16,85,1.0
7160118,Modern Brooklyn New York Suite!,545374,Hila,Brooklyn,Greenpoint,65,5,9/21/2016,0.18,121,1.0
6884974,Private Bedroom in Cozy Loft,7238334,Ethan,Brooklyn,Greenpoint,110,1,7/20/2015,0.04,0,1.0
11472498,Luxury Williamsburg Apartment,9038810,Sanjay,Brooklyn,Greenpoint,180,21,9/4/2017,1.11,4,1.0
294259,Loft Suite @ Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,31,8/11/2017,0.47,342,1.0
2075471,Big room in Greenpoint.,10607636,Brandon,Brooklyn,Greenpoint,54,4,5/20/2014,0.1,0,1.0
3091872,Beautiful private 2 bedroom in prime Greenpoint,2308616,Rebecca,Brooklyn,Greenpoint,100,1,8/7/2017,0.53,0,1.0
19126369,Cozy and full Daylight private room in greenpoint,41730784,Xiaoxia,Brooklyn,Greenpoint,62,2,8/23/2017,0.72,0,1.0
2311031,Welcome to the (Greenpoint) Jungle!,3113116,Sharon,Brooklyn,Greenpoint,73,34,9/11/2017,0.78,30,1.0
857092,Beautiful new loft in greenpoint,1387051,Nadja,Brooklyn,Greenpoint,100,37,10/1/2017,0.69,268,1.0
15930469,Comfy Couch in a Cozy home,102794991,Bkut,Brooklyn,Greenpoint,48,19,8/17/2017,1.79,0,1.0
7673007,Bright 1 rm in Greenpoint Brooklyn,3526617,Kyle,Brooklyn,Greenpoint,250,4,8/27/2017,1.1,331,1.0
253846,Superior @ Box House,417504,Dana,Brooklyn,Greenpoint,179,4,12/4/2015,0.06,354,1.0
16177422,1-2 Bedroom w/ Roof Deck in Charming Greenpoint,85841909,Cory,Brooklyn,Greenpoint,104,1,9/25/2017,1.0,287,1.0
7541444,Beautiful treeline BK apartment!,1110017,Bettina,Brooklyn,Greenpoint,149,2,10/14/2016,0.08,0,1.0
71534,Modern Penthouse Apt in Greenpoint,366492,Theresa,Brooklyn,Greenpoint,150,157,9/7/2017,2.04,229,1.0
9902314,Room in dreamy Greenpoint loft,35407948,Steph,Brooklyn,Greenpoint,70,2,1/1/2017,0.09,0,1.0
727512,Duplex Loft @ Box House Hotel,417504,Dana,Brooklyn,Greenpoint,199,23,9/10/2017,0.43,351,1.0
11737524,Sunny studio in Greenpoint,11544181,Aram,Brooklyn,Greenpoint,84,93,9/16/2017,5.23,323,1.0
18340264,Adorable room in 2br in Greenpoint,47589002,Ashley & James,Brooklyn,Greenpoint,64,29,10/1/2017,5.61,97,1.0
13310597,Entire Apartment Feel / Private Room Price,8343600,Jessica,Brooklyn,Greenpoint,65,7,8/8/2017,0.45,10,1.0
12148877,Gorgeous Industrial Williamsburg Loft,65226714,Larry,Brooklyn,Greenpoint,110,1,10/2/2016,0.08,0,1.0
16063467,"Spacious Modern 1-bedroom in Greenpoint w/TV, heat",2332386,Ariel,Brooklyn,Greenpoint,86,2,3/17/2017,0.19,0,1.0
990208,AMAZING LOCATION! ART-FILLED STUDIO,1568269,Skylar,Brooklyn,Greenpoint,75,20,12/1/2016,0.37,124,1.0
12024663,Great for Families!,2285129,Stephanie,Brooklyn,Greenpoint,180,1,4/6/2016,0.06,327,1.0
